name;kpgz_code;kpgz_name;okpd2_code;okpd2_name;ktru_code;ktru_name;stz;date_of_approval_of_the_tz;id_kpgz
Поставка реагентов и расходных материалов для анализаторов закрытого типа;01.02.10.43.01.144.17;"РЕАГЕНТЫ ДЛЯ АНАЛИЗАТОРОВ СЕРИИ ""IMMULITE"", ПРОИЗВОДСТВА ""SIEMENS HEALTHCARE DIAGNOSTICS""";21.20.23.111;Препараты диагностические;-;;Нет;2021-10-29 14:18;29714394
Поставка реагентов и расходных материалов для анализаторов закрытого типа;01.02.10.43.01.144.18;"РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ СЕРИИ ""BN PROSPEC"", ПРОИЗВОДСТВА ""SIEMENS HEALTHCARE DIAGNOSTICS""";32.50.13.190;Инструменты и приспособления, применяемые в медицинских целях, прочие, не включенные в другие группировки;-;;Нет;2021-10-29 14:18;29610010
Поставка реагентов и расходных материалов для анализаторов закрытого типа;01.02.10.43.01.144.19;"РЕАГЕНТЫ ДЛЯ АНАЛИЗАТОРОВ СЕРИИ ""BN PROSPEC"", ПРОИЗВОДСТВА ""SIEMENS HEALTHCARE DIAGNOSTICS""";20.59.52.199;Реагенты сложные диагностические или лабораторные прочие, не включенные в другие группировки;-;;Нет;2021-10-29 14:18;29610008
Поставка реагентов и расходных материалов для анализаторов закрытого типа;01.02.10.43.01.144.20;"РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ БИОХИМИЧЕСКИХ СЕРИИ ""DIMENSION"", ПРОИЗВОДСТВА ""SIEMENS HEALTHCARE DIAGNOSTICS""";32.50.13.190;Инструменты и приспособления, применяемые в медицинских целях, прочие, не включенные в другие группировки;-;;Нет;2021-10-29 14:18;29608266
Поставка реагентов и расходных материалов для анализаторов закрытого типа;01.02.10.43.01.144.21;"РЕАГЕНТЫ ДЛЯ АНАЛИЗАТОРОВ БИОХИМИЧЕСКИХ СЕРИИ ""DIMENSION"", ПРОИЗВОДСТВА ""SIEMENS HEALTHCARE DIAGNOSTICS""";21.20.23.111;Препараты диагностические;-;;Нет;2021-10-29 14:18;29608404
Поставка реагентов и расходных материалов для анализаторов закрытого типа;01.02.10.43.01.145.01;"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ ""MICROS ES 60"", ПРОИЗВОДСТВА ""HORIBA ABX""";21.20.23.111;Препараты диагностические;-;;Нет;2021-10-29 14:18;29602733
Поставка реагентов и расходных материалов для анализаторов закрытого типа;01.02.10.43.01.145.02;"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ ""PENTRA XL 80"", ""PENTRA 60"" ПРОИЗВОДСТВА ""HORIBA ABX""";21.20.23.111;Препараты диагностические;-;;Нет;2021-10-29 14:18;29602734
Поставка реагентов и расходных материалов для анализаторов закрытого типа;01.02.10.43.01.145.03;"РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ ""PENTRA 400"", ПРОИЗВОДСТВА ""HORIBA ABX""";32.50.13.190;Инструменты и приспособления, применяемые в медицинских целях, прочие, не включенные в другие группировки;-;;Нет;2021-10-29 14:18;29602735
Поставка реагентов и расходных материалов для анализаторов закрытого типа;01.02.10.43.01.145.04;"РЕАГЕНТЫ ДЛЯ АНАЛИЗАТОРОВ ""PENTRA 400"", ПРОИЗВОДСТВА ""HORIBA ABX""";21.20.23.111;Препараты диагностические;-;;Нет;2021-10-29 14:18;29608481
Поставка реагентов и расходных материалов для анализаторов закрытого типа;01.02.10.43.01.145.05;"ЭЛЕКТРОДЫ ДЛЯ АНАЛИЗАТОРОВ ""PENTRA 400"", ПРОИЗВОДСТВА ""HORIBA ABX""";26.60.12.119;Аппараты электродиагностические прочие;-;;Нет;2021-10-29 14:18;29602738
Поставка реагентов и расходных материалов для анализаторов закрытого типа;01.02.10.43.01.145.06;"РЕАГЕНТЫ ДЛЯ АНАЛИЗАТОРОВ ""PENTRA DX 120"", ПРОИЗВОДСТВА ""HORIBA ABX""";21.20.23.111;Препараты диагностические;-;;Нет;2021-10-29 14:18;29602739
Поставка реагентов и расходных материалов для анализаторов закрытого типа;01.02.10.43.01.146.01;"РАСХОДНЫЕ МАТЕРИАЛЫ К АНАЛИЗАТОРАМ АВТОМАТИЧЕСКИМ БИОХИМИЧЕСКИМ ""FUJI DRI-CHEM 4000I"", ПРОИЗВОДСТВА ""FUJIFILM CORPORATION""";32.50;Инструменты и оборудование медицинские;-;;Нет;2021-10-29 14:18;29602740
Поставка реагентов и расходных материалов для анализаторов закрытого типа;01.02.10.43.01.146.02;"РЕАГЕНТЫ К АНАЛИЗАТОРАМ АСТОМАТИЧЕСКИМ БИОХИМИЧЕКСКИМ СЕРИЙ ""FUJI DRI-CHEM"" ПРОИЗВОДСТВА ""FUJIFLM CORPORATION""";21.20.23.111;Препараты диагностические;-;;Нет;2021-10-29 14:18;29602742
Поставка реагентов и расходных материалов для анализаторов закрытого типа;01.02.10.43.01.148.01;"РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ РАБОТЫ НА АНАЛИЗАТОРАХ БИОХИМИЧЕСКИХ ""СА-90"", ПРОИЗВОДСТВА ""FURUNO ELECTRIC CO., LTD""";32.50.13.190;Инструменты и приспособления, применяемые в медицинских целях, прочие, не включенные в другие группировки;-;;Нет;2021-10-29 14:18;29602743
Поставка реагентов и расходных материалов для анализаторов закрытого типа;01.02.10.43.01.148.02;"РЕАГЕНТЫ ДЛЯ РАБОТЫ НА АНАЛИЗАТОРАХ БИОХИМИЧЕСКИХ ""СА-90"", ПРОИЗВОДСТВА ""FURUNO ELECTRIC CO., LTD""";21.20.23.111;Препараты диагностические;-;;Нет;2021-10-29 14:18;29602744
Поставка реагентов и расходных материалов для анализаторов закрытого типа;01.02.10.43.01.15.01;РЕАГЕНТЫ ДЛЯ АНАЛИЗАТОРОВ ПРОИЗВОДСТВА HELENA BIOSCIENCES EUROPE;20.59;Продукты химические прочие, не включенные в другие группировки;-;;Нет;2021-10-29 14:18;29732311
Поставка реагентов и расходных материалов для анализаторов закрытого типа;01.02.10.43.01.15.02;РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ ПРОИЗВОДСТВА HELENA BIOSCIENCES EUROPE;32.50;Инструменты и оборудование медицинские;-;;Нет;2021-10-29 14:18;29626531
Поставка реагентов и расходных материалов для анализаторов закрытого типа;01.02.10.43.01.150.01;"РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ ""COMBILYZER 13"", ПРОИЗВОДСТВА ""HUMAN GMBH""";21.10.60.196;"Препараты диагностические (реагенты) микробного и вирусного происхождения; наборы диагностические";-;;Нет;2021-10-29 14:18;29602745
Поставка реагентов и расходных материалов для анализаторов закрытого типа;01.02.10.43.01.150.02;"РЕАГЕНТЫ ДЛЯ АНАЛИЗАТОРОВ СЕРИИ ""HUMASTAR"", ПРОИЗВОДСТВА ""HUMAN GMBH""";21.20.23.111;Препараты диагностические;-;;Нет;2021-10-29 14:18;29608350
Поставка реагентов и расходных материалов для анализаторов закрытого типа;01.02.10.43.01.150.03;"РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ МОЧИ ПОЛУАВТОМАТИЧЕСКИХ ""COMBILYZER VA"", ПРОИЗВОДСТВА ""HUMAN GMBH""";21.20.23.111;Препараты диагностические;-;;Нет;2021-10-29 14:18;29602747
Поставка реагентов и расходных материалов для анализаторов закрытого типа;01.02.10.43.01.150.04;"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ АВТОМАТИЧЕСКИХ ГЕМАТОЛОГИЧЕСКИХ ""HUMACOUNT 5L"", ПРОИЗВОДСТВА ""HUMAN GMBH""";21.20.23.111;Препараты диагностические;-;;Нет;2021-10-29 14:18;29602748
Поставка реагентов и расходных материалов для анализаторов закрытого типа;01.02.10.43.01.150.05;"РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ СЕРИИ ""HUMASTAR"", ПРОИЗВОДСТВА ""HUMAN GMBH""";32.50;Инструменты и оборудование медицинские;-;;Нет;2021-10-29 14:18;29602749
Поставка реагентов и расходных материалов для анализаторов закрытого типа;01.02.10.43.01.153.01;"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ ""AQS"", ПРОИЗВОДСТВА ""NOVA TEC""";20.59.52.199;Реагенты сложные диагностические или лабораторные прочие, не включенные в другие группировки;-;;Нет;2021-10-29 14:18;29602750
Поставка реагентов и расходных материалов для анализаторов закрытого типа;01.02.10.43.01.154.01;"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ РАБОТЫ НА АНАЛИЗАТОРАХ ""RIDA X-SCREEN"", ПРОИЗВОДСТВА ""R-BIOPHARM AG""";20.59.52.199;Реагенты сложные диагностические или лабораторные прочие, не включенные в другие группировки;-;;Нет;2021-10-29 14:18;29602751
Поставка реагентов и расходных материалов для анализаторов закрытого типа;01.02.10.43.01.155.01;"РЕАГЕНТЫ ДЛЯ РАБОТЫ НА АНАЛИЗАТОРАХ ""BLUEDIVER"", ПРОИЗВОДСТВА ""D-TEK S.A.""";20.59.52.199;Реагенты сложные диагностические или лабораторные прочие, не включенные в другие группировки;-;;Нет;2021-10-29 14:18;29602752
Поставка реагентов и расходных материалов для анализаторов закрытого типа;01.02.10.43.01.158.01;"РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ СЕРИИ ""RAMP"", ПРОИЗВОДСТВА ""RESPONSE BIOMEDICAL CORPORATION""";21.20.23.111;Препараты диагностические;-;;Нет;2021-10-29 14:18;29748568
Поставка реагентов и расходных материалов для анализаторов закрытого типа;01.02.10.43.01.160.01;"РАСХОДНЫЕ МАТЕРИАЛЫ И ПРИНАДЛЕЖНОСТИ ДЛЯ АНАЛИЗАТОРОВ СЕРИИ ""VES-MATIC CUBE"", ПРОИЗВОДСТВА ""DIESSE DIAGNOSTICA SENESE S.P.A""";32.50.13.190;Инструменты и приспособления, применяемые в медицинских целях, прочие, не включенные в другие группировки;-;;Нет;2021-10-29 14:18;29782697
Поставка реагентов и расходных материалов для анализаторов закрытого типа;01.02.10.43.01.161.01;"РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ ""CARDIOCHEK"" И ""CARDIOCHEK PA"" (""КАРДИОЧЕК""), ПРОИЗВОДСТВА ""POLYMER TECHNOLOGY SYSTEMS, INC.""";21.20.23.111;Препараты диагностические;-;;Нет;2021-10-29 14:18;29602755
Поставка реагентов и расходных материалов для анализаторов закрытого типа;01.02.10.43.01.162.01;"РАСХОДНЫЕ МАТЕРИАЛЫ И ПРИНАДЛЕЖНОСТИ ДЛЯ АНАЛИЗАТОРОВ МОЧИ ""UROMETER 120"" И ""UROMETER 720"", ПРОИЗВОДСТВА ""STANDARD DIAGNOSTICS""";21.20.23.111;Препараты диагностические;-;;Нет;2021-10-29 14:18;29602758
Поставка реагентов и расходных материалов для анализаторов закрытого типа;01.02.10.43.01.165.01;"РАСХОДНЫЕ МАТЕРИАЛЫ К ТРОМБОЭЛАСТОМЕТРАМ СЕРИИ ""ROTEM"", ПРОИЗВОДСТВА ""TEM INNOVATIONS GMBH""";32.50.13.190;Инструменты и приспособления, применяемые в медицинских целях, прочие, не включенные в другие группировки;-;;Нет;2021-10-29 14:18;29602759
Поставка реагентов и расходных материалов для анализаторов закрытого типа;01.02.10.43.01.165.02;"РЕАГЕНТЫ К ТРОМБОЭЛАСТОМЕТРАМ СЕРИИ ""ROTEM"", ПРОИЗВОДСТВА ""TEM INNOVATIONS GMBH""";21.20.23.111;Препараты диагностические;-;;Нет;2021-10-29 14:18;29602760
Поставка реагентов и расходных материалов для анализаторов закрытого типа;01.02.10.43.01.167.01;"РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ АВТОМАТИЧЕСКИХ БИОХИМИЧЕСКИХ СЕРИИ ""DESTINY"", ПРОИЗВОДСТВА ""TCOAG IRELAND LIMITED""";32.50.13.190;Инструменты и приспособления, применяемые в медицинских целях, прочие, не включенные в другие группировки;-;;Нет;2021-10-29 14:18;29602761
Поставка реагентов и расходных материалов для анализаторов закрытого типа;01.02.10.43.01.167.02;"РЕАГЕНТЫ ДЛЯ АНАЛИЗАТОРОВ АВТОМАТИЧЕСКИХ БИОХИМИЧЕСКИХ СЕРИИ ""DESTINY"", ПРОИЗВОДСТВА ""TCOAG IRELAND LIMITED""";21.20.23.111;Препараты диагностические;-;;Нет;2021-10-29 14:18;29602762
Поставка реагентов и расходных материалов для анализаторов закрытого типа;01.02.10.43.01.168.01;"РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ ЭЛЕКТРОЛИТОВ КРОВИ ""EX-D"", ""EX-DS"", ПРОИЗВОДСТВА ""JOKOH CO., LTD""";21.20.23.111;Препараты диагностические;-;;Нет;2021-10-29 14:18;29602763
Поставка реагентов и расходных материалов для анализаторов закрытого типа;01.02.10.43.01.168.02;"ЭЛЕКТРОДЫ ДЛЯ АНАЛИЗАТОРОВ ЭЛЕКТРОЛИТОВ КРОВИ ""EX-D"", ""EX-DS"", ПРОИЗВОДСТВА ""JOKOH CO., LTD""";26.60.12.119;Аппараты электродиагностические прочие;-;;Нет;2021-10-29 14:18;29602764
Поставка реагентов и расходных материалов для анализаторов закрытого типа;01.02.10.43.01.168.03;"РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ ЭЛЕКТРОЛИТОВ КРОВИ ""EX-CA"", ПРОИЗВОДСТВА ""JOKOH CO., LTD""";21.20.23.111;Препараты диагностические;-;;Нет;2021-10-29 14:18;29602766
Поставка реагентов и расходных материалов для анализаторов закрытого типа;01.02.10.43.01.168.04;"ЭЛЕКТРОДЫ ДЛЯ АНАЛИЗАТОРОВ ЭЛЕКТРОЛИТОВ КРОВИ ""EX-CA"", ПРОИЗВОДСТВА ""JOKOH CO., LTD""";32.50.13.190;Инструменты и приспособления, применяемые в медицинских целях, прочие, не включенные в другие группировки;-;;Нет;2021-10-29 14:18;29602767
Поставка реагентов и расходных материалов для анализаторов закрытого типа;01.02.10.43.01.169.01;"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ АВТОМАТИЧЕСКИХ ГЕМАТОЛОГИЧЕСКИХ ""URIT-3020"", ПРОИЗВОДСТВА ""URIT MEDICAL ELECTRONIC CO""";21.20.23.111;Препараты диагностические;-;;Нет;2021-10-29 14:18;29783880
Поставка реагентов и расходных материалов для анализаторов закрытого типа;01.02.10.43.01.17.01;"МАТЕРИАЛЫ РАСХОДНЫЕ ДЛЯ АНАЛИЗАТОРОВ ОПРЕДЕЛЕНИЯ УРОВНЯ ГЛЮКОЗЫ СЕРИЙ ""HEMOCUE"", ПРОИЗВОДСТВА ""HEMOCUE""";32.50.50.190;Изделия медицинские, в том числе хирургические, прочие, не включенные в другие группировки;-;;Нет;2021-10-29 14:18;29629516
Поставка реагентов и расходных материалов для анализаторов закрытого типа;01.02.10.43.01.17.02;"МАТЕРИАЛЫ РАСХОДНЫЕ ДЛЯ АНАЛИЗАТОРОВ ОПРЕДЕЛЕНИЯ УРОВНЯ ГЕМОГЛОБИНА СЕРИЙ ""HEMOCUE"", ПРОИЗВОДСТВА ""HEMOCUE""";32.50.50.190;Изделия медицинские, в том числе хирургические, прочие, не включенные в другие группировки;-;;Нет;2021-10-29 14:18;29713658
Поставка реагентов и расходных материалов для анализаторов закрытого типа;01.02.10.43.01.170.01;"РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ СИСТЕМ ДИАГНОСТИЧЕСКИХ ЛАБОРАТОРНЫХ ""РЕГИСТРАТОР ТРОМБОДИНАМИКИ"", ПРОИЗВОДСТВА ООО ""ГЕМАКОР""";26.60.12.119;Аппараты электродиагностические прочие;-;;Нет;2021-10-29 14:18;29379201
Поставка реагентов и расходных материалов для анализаторов закрытого типа;01.02.10.43.01.171.01;"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРА ЭЛЕКТРОЛИТОВ ""ТОПАЗ"", ПРОИЗВОДСТВА ""ИНТЕХ72""";26.60.12.119;Аппараты электродиагностические прочие;-;;Нет;2021-10-29 14:18;29549910
Поставка реагентов и расходных материалов для анализаторов закрытого типа;01.02.10.43.01.172.01;"РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ ОБОРУДОВАНИЯ ""ХРОНО-ЛОГ КОРПОРЕЙШН""";22.29.29.190;Изделия пластмассовые прочие, не включенные в другие группировки;-;;Нет;2021-10-29 14:18;29379213
Поставка реагентов и расходных материалов для анализаторов закрытого типа;01.02.10.43.01.172.02;"РЕАГЕНТЫ ДЛЯ ОБОРУДОВАНИЯ ""ХРОНО-ЛОГ КОРПОРЕЙШН""";21.20.23.111;Препараты диагностические;-;;Нет;2021-10-29 14:18;29549914
Поставка реагентов и расходных материалов для анализаторов закрытого типа;01.02.10.43.01.21.01;"РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ ЭКСПРЕСС-АНАЛИЗАТОРОВ ПОРТАТИВНЫХ ""EPOC"", ПРОИЗВОДСТВА ""EPOCAL INC.""";20.59.52.199;Реагенты сложные диагностические или лабораторные прочие, не включенные в другие группировки;-;;Нет;2021-10-29 14:18;29359464
Поставка реагентов и расходных материалов для анализаторов закрытого типа;01.02.10.43.01.24.01;"РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ ПРОИЗВОДСТВА ""RADIOMETER""";32.50.13.110;Шприцы, иглы, катетеры, канюли и аналогичные инструменты;-;;Нет;2021-10-29 14:18;29397768
Поставка реагентов и расходных материалов для анализаторов закрытого типа;01.02.10.43.01.24.02;"РЕАГЕНТЫ ДЛЯ АНАЛИЗАТОРОВ ПРОИЗВОДСТВА ""RADIOMETER""";21.20.23.111;Препараты диагностические;-;;Нет;2021-10-29 14:18;29565738
Поставка реагентов и расходных материалов для анализаторов закрытого типа;01.02.10.43.01.24.03;"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ ПРОИЗВОДСТВА ""RADIOMETER""";32.50.13.190;Инструменты и приспособления, применяемые в медицинских целях, прочие, не включенные в другие группировки;-;;Нет;2021-10-29 14:18;29713757
Поставка реагентов и расходных материалов для анализаторов закрытого типа;01.02.10.43.01.243;"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ КАПИЛЛЯРНОГО ЭЛЕКТРОФОРЕЗА ДЛЯ АНАЛИЗАТОРОВ ""SEBIA S.A""";21.20.23.111;Препараты диагностические;-;;Нет;2021-10-29 14:18;29514674
Поставка реагентов и расходных материалов для анализаторов закрытого типа;01.02.10.43.01.244.01;"РАСХОДНЫЕ МАТЕРИАЛЫ К ОБОРУДОВАНИЮ ПРОИЗВОДСТВА &quot;НПО ДНК-ТЕХНОЛОГИЯ&quot;";32.50.13.190;Инструменты и приспособления, применяемые в медицинских целях, прочие, не включенные в другие группировки;-;;Нет;2021-10-29 14:18;29518350
Поставка реагентов и расходных материалов для анализаторов закрытого типа;01.02.10.43.01.244.02;"РЕАГЕНТЫ К ОБОРУДОВАНИЮ ПРОИЗВОДСТВА &quot;НПО ДНК-ТЕХНОЛОГИЯ&quot;";21.20.23.111;Препараты диагностические;-;;Нет;2021-10-29 14:18;29520136
Поставка реагентов и расходных материалов для анализаторов закрытого типа;01.02.10.43.01.245;"РЕАГЕНТЫ ДЛЯ РАБОТЫ С УСТРОЙСТВОМ ДЛЯ СЧИТЫВАНИЯ И ОБРАБОТКИ РЕЗУЛЬТАТОВ ""IMAGEXPLORER"", ПРОИЗВОДСТВА ""МАКРОЭРРЕЙ ДИАГНОСТИКС ГМБХ""";21.20;Препараты лекарственные и материалы, применяемые в медицинских целях;-;;Нет;2021-10-29 14:18;29558076
Поставка реагентов и расходных материалов для анализаторов закрытого типа;01.02.10.43.01.246.01;"РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ ПРОИЗВОДСТВА ""DYNEX TECHNOLOGIES""";32.50;Инструменты и оборудование медицинские;-;;Нет;2021-10-29 14:18;29734850
Поставка реагентов и расходных материалов для анализаторов закрытого типа;01.02.10.43.01.247.01;"РЕАГЕНТЫ ДЛЯ АНАЛИЗАТОРОВ, ПРОИЗВОДСТВА ""RAYTO LIFE AND ANALYTICAL SCIENCES CO., LTD"" И ""MD PACIFIC (TIANJIN) BIOTECNOLOGY CO., LTD""";21.20;Препараты лекарственные и материалы, применяемые в медицинских целях;-;;Нет;2021-10-29 14:18;29729197
Поставка реагентов и расходных материалов для анализаторов закрытого типа;01.02.10.43.01.26.13.01;"РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ ОБОРУДОВАНИЯ ПРОИЗВОДСТВА ""ELITECHGROUP INC.""";32.50.13.190;Инструменты и приспособления, применяемые в медицинских целях, прочие, не включенные в другие группировки;-;;Нет;2021-10-29 14:18;29359833
Поставка реагентов и расходных материалов для анализаторов закрытого типа;01.02.10.43.01.26.13.02;"РАСХОДНЫЕ МАТЕРИАЛЫ И ПРИНАДЛЕЖНОСТИ ДЛЯ ОБОРУДОВАНИЯ ПРОИЗВОДСТВА ""ELITECHGROUP INC.""";32.50.13.190;Инструменты и приспособления, применяемые в медицинских целях, прочие, не включенные в другие группировки;-;;Нет;2021-10-29 14:18;29359842
Поставка реагентов и расходных материалов для анализаторов закрытого типа;01.02.10.43.01.26.13.03;"РЕАГЕНТЫ ДЛЯ ОБОРУДОВАНИЯ ПРОИЗВОДСТВА ""ELITECHGROUP INC.""";21.20.23.111;Препараты диагностические;-;;Нет;2021-10-29 14:18;29573982
Поставка реагентов и расходных материалов для анализаторов закрытого типа;01.02.10.43.01.26.13.04;"СТАНДАРТ ОСМОЛЯРНОСТИ ""OPTI-MOLE"" ДЛЯ ОСМОМЕТРА ""VAPRO 5600"", ПРОИЗВОДСТВА ""ELITECHGROUP INC.""";20.59.52.194;Реактивы химические общелабораторного назначения;-;;Нет;2021-10-29 14:18;29359884
Поставка реагентов и расходных материалов для анализаторов закрытого типа;01.02.10.43.01.27.01;"РЕАГЕНТЫ ДЛЯ АНАЛИЗАТОРОВ ""SYSMEX UF1000"", ПРОИЗВОДСТВА ""SYSMEX CORPORATION""";20.59.52.199;Реагенты сложные диагностические или лабораторные прочие, не включенные в другие группировки;-;;Нет;2021-10-29 14:18;29359902
Поставка реагентов и расходных материалов для анализаторов закрытого типа;01.02.10.43.01.27.02;"РЕАГЕНТЫ ДЛЯ АНАЛИЗАТОРОВ ГЕМАТОЛОГИЧЕСКИХ ""KX-21N"", ПРОИЗВОДСТВА ""SYSMEX CORPORATION""";21.20.23.111;Препараты диагностические;-;;Нет;2021-10-29 14:18;29563702
Поставка реагентов и расходных материалов для анализаторов закрытого типа;01.02.10.43.01.27.03;"РЕАГЕНТЫ ДЛЯ АНАЛИЗАТОРОВ ГЕМАТОЛОГИЧЕСКИХ ""SYSMEX XE2100"", ПРОИЗВОДСТВА ""SYSMEX CORPORATION""";21.20.23.111;Препараты диагностические;-;;Нет;2021-10-29 14:18;29359936
Поставка реагентов и расходных материалов для анализаторов закрытого типа;01.02.10.43.01.27.04;"РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ ГЕМАТОЛОГИЧЕСКИХ ""SYSMEX XN-1000, 2000, 3000, 9000"", ПРОИЗВОДСТВА ""SYSMEX CORPORATION""";26.60.12.119;Аппараты электродиагностические прочие;-;;Нет;2021-10-29 14:18;29359941
Поставка реагентов и расходных материалов для анализаторов закрытого типа;01.02.10.43.01.27.05;"РЕАГЕНТЫ ДЛЯ АНАЛИЗАТОРОВ ГЕМАТОЛОГИЧЕСКИХ ""SYSMEX XN-1000, 2000, 3000, 9000"", ПРОИЗВОДСТВА ""SYSMEX CORPORATION""";21.20.23.111;Препараты диагностические;-;;Нет;2021-10-29 14:18;29762287
Поставка реагентов и расходных материалов для анализаторов закрытого типа;01.02.10.43.01.27.06;"РЕАГЕНТЫ ДЛЯ АНАЛИЗАТОРОВ ГЕМАТОЛОГИЧЕСКИХ ""SYSMEX XP-300"", ПРОИЗВОДСТВА ""SYSMEX CORPORATION""";21.20.23.111;Препараты диагностические;-;;Нет;2021-10-29 14:18;29359984
Поставка реагентов и расходных материалов для анализаторов закрытого типа;01.02.10.43.01.27.07;"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ АВТОМАТИЧЕСКИХ ИНТЕГРИРОВАННЫХ ФИЗИКО-ХИМИЧЕСКИХ СВОЙСТВ И КЛЕТОЧНОГО СОСТАВА МОЧИ ""UX-2000"", ПРОИЗВОДСТВА ""SYSMEX CORPORATION""";21.20.23.111;Препараты диагностические;-;;Нет;2021-10-29 14:18;29359992
Поставка реагентов и расходных материалов для анализаторов закрытого типа;01.02.10.43.01.27.08;"РЕАГЕНТЫ ДЛЯ АНАЛИЗАТОРОВ ГЕМАТОЛОГИЧЕСКИХ СЕРИИ ""XN-L"", ПРОИЗВОДСТВА ""SYSMEX CORPORATION""";21.20.23.111;Препараты диагностические;-;;Нет;2021-10-29 14:18;29360000
Поставка реагентов и расходных материалов для анализаторов закрытого типа;01.02.10.43.01.27.09;"РЕАГЕНТЫ ДЛЯ АНАЛИЗАТОРОВ МОЧИ СЕРИИ/МОДЕЛИ ""UF-4000"", ""UF-5000"", ""UD-10"", ""UC-3500"", ПРОИЗВОДСТВА ""SYSMEX CORPORATION""";21.20.23.111;Препараты диагностические;-;;Нет;2021-10-29 14:18;29360026
Поставка реагентов и расходных материалов для анализаторов закрытого типа;01.02.10.43.01.27.10;"РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ ГЕМОСТАЗА СЕРИИ ""CA"" И ""СS"", ПРОИЗВОДСТВА ""SYSMEX CORPORATION""";32.50.13.190;Инструменты и приспособления, применяемые в медицинских целях, прочие, не включенные в другие группировки;-;;Нет;2021-10-29 14:18;29360030
Поставка реагентов и расходных материалов для анализаторов закрытого типа;01.02.10.43.01.27.11;"РЕАГЕНТЫ ДЛЯ АНАЛИЗАТОРОВ ГЕМОСТАЗА СЕРИИ ""CA"" И ""СS"", ПРОИЗВОДСТВА ""SYSMEX CORPORATION""";21.20.23.111;Препараты диагностические;-;;Нет;2021-10-29 14:18;29783858
Поставка реагентов и расходных материалов для анализаторов закрытого типа;01.02.10.43.01.27.12;"РЕАГЕНТЫ ДЛЯ АНАЛИЗАТОРОВ ГЕМАТОЛОГИЧЕСКИХ ПРОИЗВОДСТВА ""SYSMEX CORPORATION";21.20.23.111;Препараты диагностические;-;;Нет;2021-10-29 14:18;29771711
