name;CODE;final_kpgz;is_standard_product;IS_CHILD_kpgz;DELETED_DATE;kpgz_sum;kpgz223_sum;kpgz44_sum;con_count;con223_count;con44_count;customer_count;supplier_count;max_con_ID;max_con_sum;max_customer_con_count;max_customer_sum;max_customer_ID;formatted_name;max_supplier_sum
ВОЗДУХОВОДЫ;01.02.10.16.02;;1;;;8646377.42;4572714.02;4073663.4;21;4;17;17;16;4375484;2590705.06;178;11138933901;4612898;Акционерное общество «Управление развития строительных технологий»;4555049.62
РЕМОНТ ТЕКУЩИЙ ОБЪЕКТОВ СВЯЗИ;02.06.02.08;;0;;;39243507.65;18728583;20514924.65;8;3;5;6;6;4820578;16802555.16;351;17212745191;4612903;"Акционерное общество ""Объединенная энергетическая компания""";527704152.8
ВОЗДУХОДУВЫ;01.12.05.03;;1;;;7692475.4;165389.39;7527086.01;36;3;33;35;22;4571293;1950300;238;1385366183;4684539;Государственное бюджетное учреждение города Москвы «Жилищник района Южное бутово»;149982569.6
ВОЙЛОК ТЕХНИЧЕСКИЙ ГРУБОШЕРСТНЫЙ ДЛЯ ТЕПЛО-ЗВУКОИЗОЛЯЦИИ;01.11.03.09.05.01;;1;;;17514.74;17514.74;0;1;1;0;1;1;4338145;17514.74;109;783322951.2;7633;Государственное бюджетное учреждение города Москвы «Жилищник даниловского района»;32509940.97
ЭНДОПРОТЕЗ КОЛЕННОГО СУСТАВА ТОТАЛЬНЫЙ С СОХРАНЕНИЕМ КРЕСТООБРАЗНОЙ СВЯЗКИ;01.02.10.47.02.08.22;;51;;09.07.2021;67271009.75;2531355;64739654.75;15;1;14;8;7;4353465;9300000;731;1990819003;2631;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница № 13 Департамента здравоохранения города Москвы»;21827356.69
ИНКУБАТОР ДЛЯ НОВОРОЖДЕННЫХ СТАНДАРТНЫЙ;01.02.11.01.09.14.01;;0;;22.07.2021;39199510.83;;39199510.83;2;0;2;2;2;4751435;29887768.83;7279;53230134594;4692930;Государственное казенное учреждение города Москвы «Агентство по закупкам (контрактная служба) Департамента здравоохранения города Москвы»;505605607.7
ЖИДКОСТИ ТЕХНОЛОГИЧЕСКИЕ ПРОЧИЕ;01.10.02.99;;0;;;39194749.44;27671946.39;11522803.05;93;51;42;60;67;4541327;6928160;2238;85801161702;4612763;"Ао ""Мосводоканал""";195043.71
 КОМПЛЕКТЫ УСТРОЙСТВ ДЛЯ УДАЛЕНИЯ ЛЕЙКОЦИТОВ И ПОЛУЧЕНИЯ БЕЗЛЕЙКОЦИТНЫХ КОМПОНЕНТОВ КОНСЕРВИРОВАННОЙ ДОНОРСКОЙ КРОВИ;01.02.10.30.02.01;;0;;;39104887.2;;39104887.2;11;0;11;8;6;4229706;9150458;808;2023857289;6765;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница № 52 Департамента здравоохранения города Москвы»;19939751
"РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АППАРАТА ""CELL SAVER";01.02.10.48.17.01;;0;;;39039189.15;;39039189.15;21;0;21;16;11;4175688;4892800;668;1239728000;7877;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница имени В.В. Вересаева Департамента здравоохранения города Москвы»;12182649.45
СОСТАВНЫЕ И ЗАМЕНЯЕМЫЕ ЧАСТИ, ПРИНАДЛЕЖНОСТИ И КОМПЛЕКТУЮЩИЕ ДЛЯ ОСНОВНОГО ОБОРУДОВАНИЯ ТРАНСФУЗИОЛОГИЧЕСКОГО И ИНФУЗИОННОГО;01.02.11.04.11.01;;0;;;38996419.85;6470374.8;32526045.05;21;5;16;6;9;4258214;28600000;7279;53230134594;4692930;Государственное казенное учреждение города Москвы «Агентство по закупкам (контрактная служба) Департамента здравоохранения города Москвы»;9208041.03
РЕЗЕРВУАР ДЛЯ АМБУЛАТОРНОЙ ИНСУЛИНОВОЙ ИНФУЗИОННОЙ ПОМПЫ;01.02.10.14.09;;0;;;38946275.8;;38946275.8;3;0;3;2;2;4175164;29088094.8;7279;53230134594;4692930;Государственное казенное учреждение города Москвы «Агентство по закупкам (контрактная служба) Департамента здравоохранения города Москвы»;7508493142
НОЖНИЦЫ ЭНДОСКОПИЧЕСКИЕ;01.02.10.05.20;;0;;;38933157.45;721065.84;38212091.61;46;1;45;24;39;4454871;5085127.38;1631;6916342289;5911;Государственное бюджетное учреждение здравоохранения города Москвы городская клиническая больница имени С.П.Боткина Департамента здравоохранения города Москвы;10627574.75
ИНТРАМЕДУЛЛЯРНЫЙ ОСТЕОСИНТЕЗ КЛЮЧИЦЫ, ПЛЕЧЕВОЙ КОСТИ;01.02.10.23.01.03;;51;;;66991763.81;3383709.3;63608054.51;83;3;80;21;30;4456722;3005895;981;3527934027;6788;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница № 15 имени О.М. Филатова Департамента здравоохранения города Москвы»;123360313.4
ВИНТЫ МЕДИЦИНСКИЕ;01.02.10.23.07;;0;;;38813981.94;636866;38177115.94;53;1;52;20;28;4775331;9936000;1356;4686924626;3322;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница имени С.С. Юдина Департамента здравоохранения города Москвы»;24440387.13
"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ ПРОИЗВОДСТВА ""ALIFAX""";01.02.10.43.01.130;Yes;0;Yes;;63193876.85;;63193876.85;27;0;27;15;11;4395033;6991152.28;657;4054588524;6769;"Государственное бюджетное учреждение здравоохранения города Москвы ""Диагностический центр (центр лабораторных исследований) Департамента здравоохранения города Москвы""";313840441.1
ГЕНТАМИЦИН ТЕРАПЕВТИЧЕСКИЙ ЛЕКАРСТВЕННЫЙ МОНИТОРИНГ ИВД, РЕАГЕНТ;01.02.10.43.285.02;;1;;;315.78;;315.78;1;0;1;1;1;4238743;315.78;1221;3252800274;5903;Государственное бюджетное учреждение здравоохранения города Москвы «Морозовская детская городская клиническая больница Департамента здравоохранения города Москвы»;1473056.35
TREPONEMA PALLIDUM ОБЩИЕ АНТИТЕЛА ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА);01.02.10.43.125.11;;51;;13.05.2021;62984535.71;;62984535.71;20;0;20;12;12;4670612;8753740;409;2582541372;6529;Государственное бюджетное учреждение здравоохранения города Москвы «Московский научно-практический центр дерматовенерологии и косметологии Департамента здравоохранения города Москвы»;156063269.8
ГОТОВЫЕ СРЕДЫ ДЛЯ МИКРОБИОЛОГИЧЕСКИХ ИССЛЕДОВАНИЙ;01.02.10.43.03.05;;0;;;38767860.07;676309.16;38091550.91;66;4;62;32;28;4432482;6180642.34;1631;6916342289;5911;Государственное бюджетное учреждение здравоохранения города Москвы городская клиническая больница имени С.П.Боткина Департамента здравоохранения города Москвы;66253240.65
"РАСХОДНЫЕ МАТЕРИАЛЫ К СИСТЕМЕ ""RENASIS GO"", ПРОИЗВОДСТВА ""SMITH & NEPHEW""";01.02.10.48.05.03;;0;;;38727658.46;;38727658.46;17;0;17;9;9;4911853;9976905.8;1482;8294550499;5112;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница №40 Департамента здравоохранения города Москвы»;77085804.34
ВОССТАНОВИТЕЛЬ ОКСИДОВ АЗОТА AUS 32;01.10.02.08;;1;;;432732.29;41076.9;391655.39;6;1;5;6;2;4025320;124554.39;68;624093987.9;6618;Государственное бюджетное учреждение города Москвы «Жилищник района Нагатино-Садовники»;25476287.31
ВОССТАНОВЛЕНИЕ ЗЕЛЕНЫХ НАСАЖДЕНИЙ В РАМКАХ КОМПЕНСАЦИОННОГО ОЗЕЛЕНЕНИЯ ТЕРРИТОРИЙ;02.04.04.03.01;;1;;;869524140.1;86942108.24;782582031.8;55;13;42;25;37;4506162;362051430.4;12;1308018110;1418;Государственное казенное учреждение города Москвы «Дирекция Департамента природопользования и охраны окружающей среды города Москвы»;2881072456
ВОССТАНОВЛЕНИЕ ЗЕЛЕНЫХ НАСАЖДЕНИЙ ПО УПРОЩЕННОМУ ПОРЯДКУ;02.04.04.03.02;;1;;;654544773.4;;654544773.4;7;0;7;2;3;4589699;206075809.8;12;1308018110;1418;Государственное казенное учреждение города Москвы «Дирекция Департамента природопользования и охраны окружающей среды города Москвы»;813417468.5
"РАСХОДНЫЕ МАТЕРИАЛЫ И РЕАГЕНТЫ ДЛЯ АНАЛИЗАТОРОВ ПРОИЗВОДСТВА ""BECKMAN COULTER""";01.02.10.43.01.191;;51;;;62816240.38;;62816240.38;20;0;20;12;16;4896116;24042913.3;187;1993875722;5211;Государственное бюджетное учреждение здравоохранения города Москвы «Диагностический клинический центр № 1 Департамента здравоохранения города Москвы»;32641082
ИЗДЕЛИЯ МЕДИЦИНСКОГО НАЗНАЧЕНИЯ ДЛЯ СБОРА, ТЕРМИЧЕСКОЙ ОБРАБОТКИ МЕДИЦИНСКИХ ОТХОДОВ;01.02.10.29.05;;0;;;38705380.04;1973028.59;36732351.45;65;8;57;49;36;4716405;3355470.38;409;2582541372;6529;Государственное бюджетное учреждение здравоохранения города Москвы «Московский научно-практический центр дерматовенерологии и косметологии Департамента здравоохранения города Москвы»;12605747.3
"РАСХОДНЫЕ МАТЕРИАЛЫ К АНАЛИЗАТОРАМ МОЧИ ""DOCUREADER"" И ""DOCUREADER 2 PRO"", ПРОИЗВОДСТВА ""77 ELEKTRONIKA""";01.02.10.43.01.26.09;;51;;;62309784.6;;62309784.6;22;0;22;14;15;4321791;20986030.24;657;4054588524;6769;"Государственное бюджетное учреждение здравоохранения города Москвы ""Диагностический центр (центр лабораторных исследований) Департамента здравоохранения города Москвы""";26255556.24
СТЕКЛА ПРЕДМЕТНЫЕ;01.02.10.25.07.02;;0;;;38569906.06;985411;37584495.06;60;2;58;38;40;4551183;9226500;947;3405943972;5617;Государственное бюджетное учреждение здравоохранения города Москвы «Московский клинический научно-практический центр имени А.С. Логинова Департамента здравоохранения города Москвы»;15962024.16
МАСКИ МЕДИЦИНСКИЕ НЕСТЕРИЛЬНЫЕ ОДНОРАЗОВЫЕ;01.02.10.44.04;;51;;;79700896.23;17985758.26;61715137.97;208;31;177;181;87;4913889;7580000;356;1130393836;5885;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница № 24 Департамента здравоохранения города Москвы»;1641195.57
УПАКОВКА ДЛЯ СТЕРИЛИЗАЦИИ, ОДНОРАЗОВОГО ИСПОЛЬЗОВАНИЯ;01.02.10.22.17.01;;0;;;38474546.06;1650837.52;36823708.54;53;4;49;39;33;4884497;7390016.4;692;2166903153;5110;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница имени Ф.И. Иноземцева Департамента здравоохранения города Москвы»;30007935.75
ПРОТЕЗИРОВАНИЕ СТОМАТОЛОГИЧЕСКОЕ;03.01.99.04.01;;0;;;38410023.63;22105741.3;16304282.33;43;27;16;29;14;4681437;2993100;20;12506243.53;6768;Государственное автономное учреждение здравоохранения города Москвы «Стоматологическая поликлиника № 24 Департамента здравоохранения города Москвы»;557570
ДЕФИБРИЛЛЯТОР ВНЕШНИЙ ПОЛУАВТОМАТИЧЕСКИЙ ДЛЯ ПРОФЕССИОНАЛЬНОГО ИСПОЛЬЗОВАНИЯ С ПИТАНИЕМ ОТ НЕПЕРЕЗАРЯЖАЕМОЙ БАТАРЕИ;01.02.11.01.09.06.10;;0;;;38307495.5;;38307495.5;2;0;2;1;1;4444006;36047495.5;7279;53230134594;4692930;Государственное казенное учреждение города Москвы «Агентство по закупкам (контрактная служба) Департамента здравоохранения города Москвы»;41357495.53
АНАЛИЗАТОРЫ МОЧИ;01.02.11.01.12.01.08;;0;;;38282082.9;3421600;34860482.9;14;1;13;8;10;4623309;7759929.84;7279;53230134594;4692930;Государственное казенное учреждение города Москвы «Агентство по закупкам (контрактная служба) Департамента здравоохранения города Москвы»;1874858.71
ВУДБЛОКИ;01.07.03.03.04.09;;1;;;4248;;4248;1;0;1;1;1;4913022;4248;285;3031632760;5926;Государственное казенное учреждение города Москвы «Технический центр Департамента культуры города Москвы»;141092389.3
ДОПОЛНИТЕЛЬНЫЕ РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ ЭЛЕКТРОФОРЕЗА;01.02.10.48.16.06;;0;;19.02.2019;38206813.85;;38206813.85;22;0;22;14;9;4636392;7920000;1414;5759725733;7708;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница № 67 имени Л. А. Ворохобова Департамента здравоохранения города Москвы»;119309644.1
УСЛУГИ ПО РАЗРАБОТКЕ ПРОГРАММ ЭНЕРГОСБЕРЕЖЕНИЯ И ПОВЫШЕНИЯ ЭНЕРГЕТИЧЕСКОЙ ЭФФЕКТИВНОСТИ;03.45.03;;0;;;37996356.8;34670336.66;3326020.14;21;2;19;13;8;4761509;34666666.66;806;1,45E+11;4612896;"Акционерное общество ""Мосинжпроект""";3284753550
КОЛЬПОСКОПЫ;01.02.11.01.15.01;;0;;;37915816.13;;37915816.13;9;0;9;7;9;4192735;19747340.08;7279;53230134594;4692930;Государственное казенное учреждение города Москвы «Агентство по закупкам (контрактная служба) Департамента здравоохранения города Москвы»;19747340.08
ВЫПОЛНЕНИЕ КАДАСТРОВЫХ РАБОТ;02.21.01;;1;;;91950943.45;84698153.59;7252789.86;22;15;7;14;19;4476876;28002870.59;728;5,55E+12;14502749;Московский фонд реновации жилой застройки;15543601.75
ВЫПОЛНЕНИЕ КОМПЛЕКСНЫХ КАДАСТРОВЫХ РАБОТ;02.21.02;;1;;;1357681.57;829986.81;527694.76;3;1;2;3;3;4765457;829986.81;486;5333825200;759;Государственное бюджетное учреждение здравоохранения города Москвы «Московская городская онкологическая больница № 62 Департамента здравоохранения города Москвы»;1109766.81
ДРЕНАЖИ ТРУБЧАТЫЕ;01.02.10.19.02;;0;;;37741454.45;;37741454.45;42;0;42;23;32;4332130;8779923;740;2966692493;6014;Государственное бюджетное учреждение здравоохранения города Москвы «Научно-Исследовательский институт скорой помощи им. Н.В. Склифосовского Департамента здравоохранения города Москвы»;22276538.5
МНОЖЕСТВЕННЫЕ ФОРМЫ 25-ГИДРОКСИВИТАМИНА D ИВД, НАБОР, ИММУНОХЕМИЛЮМИНЕСЦЕНТНЫЙ АНАЛИЗ;01.02.10.43.550.01;;51;;04.12.2021;60151629.36;;60151629.36;12;0;12;6;8;4426475;20646237.5;657;4054588524;6769;"Государственное бюджетное учреждение здравоохранения города Москвы ""Диагностический центр (центр лабораторных исследований) Департамента здравоохранения города Москвы""";135437648.3
ТЕПЛОВЫЕ НАСОСЫ И ТЕПЛОНАСОСНЫЕ СИСТЕМЫ;01.11.01.03.11.04;;0;;;37704201.72;32084561.09;5619640.63;41;27;14;24;34;4461566;14369000;2238;85801161702;4612763;"Ао ""Мосводоканал""";7579680.62
АНКЕР ДЛЯ КРЕПЛЕНИЯ МЯГКИХ ТКАНЕЙ, НЕРАССАСЫВАЮЩИЙСЯ;01.02.10.34.38.01;;0;;;37683129.46;443322;37239807.46;33;1;32;19;18;4244670;8217900;1414;5759725733;7708;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница № 67 имени Л. А. Ворохобова Департамента здравоохранения города Москвы»;32299777
ВИДЕОПРОЕКТОРЫ ДЛЯ КИНОТЕАТРОВ;01.07.04.02.03;;6;;13.10.2021;59981092.22;;59981092.22;6;0;6;5;5;4118617;36605446.63;285;3031632760;5926;Государственное казенное учреждение города Москвы «Технический центр Департамента культуры города Москвы»;228155443.1
"НАБОРЫ ИММУНОФЕРМЕНТНЫХ РЕАГЕНТОВ TORCH И ГЕРПЕСВИРУСНЫХ ИНФЕКЦИЙ АНАЛИЗАТОРОВ ""ЧАРОИТ"" И РУЧНОЙ ПОСТАНОВКИ";01.02.10.43.01.26.04.25;;0;;;37597795.55;;37597795.55;25;0;25;14;9;4060465;6950807;1414;5759725733;7708;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница № 67 имени Л. А. Ворохобова Департамента здравоохранения города Москвы»;86882251.95
НАБОР АНГИОГРАФИЧЕСКИЙ;01.02.10.27.34;;0;;;37520050.97;;37520050.97;13;0;13;11;12;4495741;9890000;1356;4686924626;3322;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница имени С.С. Юдина Департамента здравоохранения города Москвы»;72844520.83
АНАЛИЗАТОРЫ БИОХИМИЧЕСКИЕ МЕТАБОЛИЧЕСКОГО ПРОФИЛЯ ИВД, СТАЦИОНАРНЫЕ;01.02.11.01.12.01.03.05;;0;;;37495970.36;;37495970.36;2;0;2;1;2;4771882;31910512;7279;53230134594;4692930;Государственное казенное учреждение города Москвы «Агентство по закупкам (контрактная служба) Департамента здравоохранения города Москвы»;245389215.7
СИСТЕМА РЕНТГЕНОВСКАЯ ДИАГНОСТИЧЕСКАЯ ПЕРЕДВИЖНАЯ ОБЩЕГО НАЗНАЧЕНИЯ, ЦИФРОВАЯ;01.02.11.01.01.01.05.01;;0;;;37422581.51;;37422581.51;2;0;2;2;2;4802543;35722581.51;7279;53230134594;4692930;Государственное казенное учреждение города Москвы «Агентство по закупкам (контрактная служба) Департамента здравоохранения города Москвы»;135673840.5
ОПАЛУБКА;01.11.09.03.03;Yes;0;No;;37322700.16;30630732.87;6691967.29;14;7;7;13;14;4826239;29061154.62;163;10770984720;9986537;"Акционерное общество ""Мосотделстрой № 1""";32432354.62
ЗАПАСНЫЕ ЧАСТИ ДЛЯ ПРОЧИХ ТРАНСПОРТНЫХ СРЕДСТВ;01.09.08.04;;0;;;37269303.05;13243079.29;24026223.76;61;17;44;37;52;4433992;9497849.08;2238;85801161702;4612763;"Ао ""Мосводоканал""";1000000
"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ К АВТОМАТИЧЕСКИМ АНАЛИЗАТОРАМ ПРОИЗВОДСТВА ""EKF - DIAGNOSTIC GMBH""";01.02.10.43.01.26.11;;0;;;37238884.29;;37238884.29;47;0;47;37;36;4596914;7800000;1414;5759725733;7708;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница № 67 имени Л. А. Ворохобова Департамента здравоохранения города Москвы»;86882251.95
РЕКВИЗИТ ДЛЯ ТЕАТРАЛЬНЫХ ПОСТАНОВОК;01.07.11.03.01;;0;;;37234322.05;10029280.64;27205041.41;175;84;91;33;101;4793683;2884200;172;119016173.8;1224;Государственное бюджетное учреждение культуры города Москвы «Государственный академический театр имени моссовета»;6910
ВИНТ КОСТНЫЙ ОРТОПЕДИЧЕСКИЙ, РАССАСЫВАЮЩИЙСЯ;01.02.10.34.56.02;;0;;;37150934.56;;37150934.56;33;0;33;16;19;4489241;9508185;731;1990819003;2631;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница № 13 Департамента здравоохранения города Москвы»;67601010.03
СИСТЕМА ДЛЯ ПРОВЕДЕНИЯ ЗАБОРА КРОВИ/ВНУТРИВЕННОЙ ИНФУЗИИ;01.02.10.42.05.07;;0;;;37012438.65;;37012438.65;57;0;57;32;34;4902492;7148600;1482;8294550499;5112;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница №40 Департамента здравоохранения города Москвы»;11761716.6
ИЗВЕЩАТЕЛИ ОХРАННЫЕ;01.03.01.02;;0;;;36972341.87;8536240.18;28436101.69;23;10;13;20;22;4367182;27401298.46;822;43904895965;5065;"Государственное унитарное предприятие города Москвы ""Московский ордена ленина и ордена трудового красного знамени метрополитен имени В.И. Ленина""";374760376.7
РАЗРАБОТКА И ВНЕДРЕНИЕ ПРОГРАММНО-ТЕХНИЧЕСКИХ КОМПЛЕКСОВ;02.27.03;;0;;;36817214.95;36793711.45;23503.5;3;2;1;3;3;4912489;27093711.45;32;417449123.8;4612799;"Акционерное общество ""Электронная Москва""";91954394.3
ТРАНСПЕДИКУЛЯРНАЯ СТАБИЛИЗАЦИЯ ГРУДОПОЯСНИЧНОГО ОТДЕЛА ПОЗВОНОЧНИКА ОТКРЫТЫМ ДОСТУПОМ, С ПОПЕРЕЧНЫМ КОННЕКТОРОМ;01.02.10.32.04.01;;0;;;36792721.46;;36792721.46;6;0;6;5;6;4359645;15420477.9;1414;5759725733;7708;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница № 67 имени Л. А. Ворохобова Департамента здравоохранения города Москвы»;20288141.11
АНКЕР ДЛЯ КРЕПЛЕНИЯ МЯГКИХ ТКАНЕЙ, РАССАСЫВАЮЩИЙСЯ;01.02.10.34.38.02;;0;;;36783703.59;189856.42;36593847.17;27;1;26;17;14;4202085;8085999.75;1631;6916342289;5911;Государственное бюджетное учреждение здравоохранения города Москвы городская клиническая больница имени С.П.Боткина Департамента здравоохранения города Москвы;161659888.9
ИНСТРУМЕНТЫ ДЛЯ РЕВАСКУЛЯРИЗАЦИИ И ТРОМБОЭКСТРАКЦИИ СОСУДОВ ГОЛОВНОГО МОЗГА НА ОСНОВЕ САМОРАСКРЫВАЮЩЕГОСЯ СТЕНТА;01.02.10.26.02;;0;;;36752932.21;;36752932.21;19;0;19;12;15;4180698;9480165.75;1631;6916342289;5911;Государственное бюджетное учреждение здравоохранения города Москвы городская клиническая больница имени С.П.Боткина Департамента здравоохранения города Москвы;138816243.3
СПОРТИВНОЕ ОБОРУДОВАНИЕ ДЛЯ ДЕТСКИХ ИГРОВЫХ ПЛОЩАДОК;01.08.01.39;;0;;;36657171.04;9077082;27580089.04;27;3;24;14;22;4533601;9576212.26;499;2480306972;6374;Государственное бюджетное учреждение города Москвы «Жилищник зеленоградского административного округа»;3425827.76
"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ ""КЛИНИТЕК АТЛАС"" (CLINITEK ATLAS)";01.02.10.43.01.10;;0;;;36602181.6;;36602181.6;51;0;51;28;36;4920977;7708000;1356;4686924626;3322;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница имени С.С. Юдина Департамента здравоохранения города Москвы»;120812040
БИНТЫ МАРЛЕВЫЕ МЕДИЦИНСКИЕ;01.02.10.12.01.01;;1;;;57658890.61;556951.62;57101938.99;131;9;122;104;78;4097901;3005800;1414;5759725733;7708;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница № 67 имени Л. А. Ворохобова Департамента здравоохранения города Москвы»;11449352.2
СИСТЕМА АСПИРАЦИОННАЯ ОБЩЕГО НАЗНАЧЕНИЯ, С ПИТАНИЕМ ОТ СЕТИ;01.02.11.01.08.05.05;;0;;;36297767.18;;36297767.18;11;0;11;7;10;4636694;19094877.18;272;1183135488;1673;Государственное бюджетное учреждение города Москвы «Станция скорой и неотложной медицинской помощи им. А.С. Пучкова» Департамента здравоохранения города Москвы;135673840.5
ШИРМЫ МЕДИЦИНСКИЕ ПРОЧИЕ;01.02.11.03.11;;0;;;36043926.3;80011.67;35963914.63;64;2;62;52;27;4783906;1866350.4;740;2966692493;6014;Государственное бюджетное учреждение здравоохранения города Москвы «Научно-Исследовательский институт скорой помощи им. Н.В. Склифосовского Департамента здравоохранения города Москвы»;2816197.25
КАТЕТЕРЫ НЕФРОСТОМИЧЕСКИЕ ДЛЯ ДРЕНИРОВАНИЯ ПОЧКИ ЧЕРЕЗ НЕФРОСТОМУ;01.02.10.35.07;;0;;;35906279.13;;35906279.13;37;0;37;18;28;4320302;8079530;1631;6916342289;5911;Государственное бюджетное учреждение здравоохранения города Москвы городская клиническая больница имени С.П.Боткина Департамента здравоохранения города Москвы;49934425.38
АППАРАТЫ ДЛЯ ПРОВЕДЕНИЯ АУТОТРАНСФУЗИИ;01.02.11.01.11.04;;0;;;35898882.53;4384000;31514882.53;7;1;6;6;7;4615212;9918586.08;1356;4686924626;3322;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница имени С.С. Юдина Департамента здравоохранения города Москвы»;48669180.23
БОКС ЛАМИНАРНЫЙ;01.02.11.01.12.03.15;;0;;22.08.2021;35854771.77;;35854771.77;10;0;10;5;9;4591383;9800000;7279;53230134594;4692930;Государственное казенное учреждение города Москвы «Агентство по закупкам (контрактная служба) Департамента здравоохранения города Москвы»;32104664.96
ТКАНИ ПРОЧИЕ;01.24.01.99;;0;;;35844575.22;10649035.04;25195540.18;108;37;71;52;74;4794894;6032910;35;89730359.74;3993;Государственное бюджетное профессиональное образовательное учреждение города Москвы «Технологический колледж № 34»;3537836.5
"НАБОРЫ ДЛЯ УСТАНОВКИ НЕФРОСТОМИЧЕСКОГО КАТЕТЕРА, МНОГОШАГОВАЯ ТЕХНИКА, С КАТЕТЕРОМ ""J-ТИПА""";01.02.10.35.13.03;;0;;;35768201.35;;35768201.35;31;0;31;16;23;4718480;5011540;595;1632906376;2831;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница имени М.П. Кончаловского Департамента здравоохранения города Москвы»;38394639.37
КОМПЛЕКТЫ РЕВИЗИОННЫХ ЭНДОПРОТЕЗОВ ТАЗОБЕДРЕННОГО СУСТАВА БЕСЦЕМЕНТНОЙ ФИКСАЦИИ;01.02.10.47.02.03;;0;;12.07.2021;35625713.6;5156200;30469513.6;53;25;28;12;25;4124417;5896079.83;1631;6916342289;5911;Государственное бюджетное учреждение здравоохранения города Москвы городская клиническая больница имени С.П.Боткина Департамента здравоохранения города Москвы;748000
"РАСХОДНЫЕ МАТЕРИАЛЫ К ЭКСПРЕСС-АНАЛИЗАТОРАМ ""АККУТРЕНД"" (ACCUTREND GC, GCT, PLUS), ПРОИЗВОДСТВА ""РОШ ДИАГНОСТИКС ГМБХ""";01.02.10.43.01.87;;0;;;35577010.09;;35577010.09;22;0;22;15;17;4475902;6545300;126;126563617.5;7816;Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 219 Департамента здравоохранения города Москвы»;18058738.74
КАРДИОВЕРТЕРЫ-ДЕФИБРИЛЛЯТОРЫ СОВМЕСТИМЫЕ С МАГНИТНО-РЕЗОНАНСНОЙ ТОМОГРАФИЕЙ (МРТ);01.02.10.46.01.06;;0;;;35511561.67;;35511561.67;18;0;18;8;11;4901352;8500570;731;1990819003;2631;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница № 13 Департамента здравоохранения города Москвы»;71638108.52
"РАСХОДНЫЕ МАТЕРИАЛЫ И ПРИНАДЛЕЖНОСТИ ДЛЯ ОБОРУДОВАНИЯ, ПРОИЗВОДСТВА ""HAMILTON MEDICAL""";01.02.10.48.19.29;;0;;;35483460.34;;35483460.34;24;0;24;9;18;4429046;5201483.4;789;2018611717;7717;Государственное бюджетное учреждение здравоохранения города Москвы «Инфекционная клиническая больница № 2 Департамента здравоохранения города Москвы»;11304462.09
СРЕДЫ, ФИКСАТОРЫ ТРАНСПОРТНЫЕ;01.02.10.25.02.01;;0;;;35382320.63;1941146.55;33441174.08;50;2;48;31;27;4455549;7707357.8;1482;8294550499;5112;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница №40 Департамента здравоохранения города Москвы»;256703724.7
АУДИОМЕТР ИМПЕДАНСНЫЙ;01.02.11.01.16.03.02;;0;;14.09.2020;35381776.8;42555.6;35339221.2;10;1;9;4;6;4603803;10000000;7279;53230134594;4692930;Государственное казенное учреждение города Москвы «Агентство по закупкам (контрактная служба) Департамента здравоохранения города Москвы»;12476093.34
