NAME;CODE;isFinal_kpgz;status;IS_STANDARD_PRODUCT;DELETED_DATE;KPGZ_SUM;KPGZ223_SUM;KPGZ44_SUM;CON_COUNT;CON223_COUNT;CON44_COUNT;CUSTOMER_COUNT;SUPPLIER_COUNT;MAX_CON_ID;MAX_CON_SUM;MAX_CUSTOMER_CON_COUNT;MAX_CUSTOMER_SUM;MAX_CUSTOMER_ID;FORMATTED_NAME;MAX_SUPPLIER_SUM
ПРОТЕАЗА РЕАГЕНТ ДЛЯ ИММУНОГИСТОХИМИИ ИВД;01.02.10.25.04.12;;0;0;;498178,48;0;498178,48;4;0;4;3;2;4431632;241710;608;2537642570;3942;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница имени Д.Д. Плетнёва Департамента здравоохранения города Москвы»;144159153
ИГЛЫ ГИСТОЛОГИЧЕСКИЕ;01.02.10.25.04.13;;0;0;;104058,27;0;104058,27;3;0;3;3;3;4563263;101994,99;367;649637261,7;2045;Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская клиническая больница № 9 им. Г.Н. Сперанского Департамента здравоохранения города Москвы»;304701377,1
РЕАГЕНТЫ ДЛЯ ПРОДОЛЖЕНИЯ ОБЕЗВОЖИВАНИЯ, ОБЕЗЖИРИВАНИЯ И НАЧАЛА ПРОСВЕТЛЕНИЯ;01.02.10.25.04.14;;0;0;;16369,6;0;16369,6;1;0;1;1;1;4868941;16369,6;195;2043920018;5211;Государственное бюджетное учреждение здравоохранения города Москвы «Диагностический клинический центр № 1 Департамента здравоохранения города Москвы»;144159153
СМОЛА АКРИЛОВАЯ ЗАЛИВОЧНАЯ СРЕДА ИВД;01.02.10.25.04.15;;0;0;;476237,88;0;476237,88;7;0;7;7;7;4514264;201027,2;520;1148911444;5912;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница имени В.В. Виноградова Департамента здравоохранения города Москвы»;32448964,94
КИСТОЧКИ ДЛЯ МИКРОТОМОВ И КРИОСТАТОВ;01.02.10.25.05.01;;0;0;;90009,82;1825;88184,82;5;1;4;5;5;4391684;34956,82;676;1885632153;7876;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница имени А.К. Ерамишанцева Департамента здравоохранения города Москвы»;144159153
ЛЕЗВИЯ ДЛЯ МИКРОТОМОВ И КРИОСТАТОВ;01.02.10.25.05.02;;0;0;;67862404,62;1094555;66767849,62;38;1;37;30;21;4471545;13141118;1675;9117027574;5112;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница №40 Департамента здравоохранения города Москвы»;9046062,67
ПОКРЫТИЯ АДГЕЗИВНЫЕ ДЛЯ ПРЕДМЕТНЫХ СТЕКОЛ;01.02.10.25.05.03;;0;0;;11747,98;0;11747,98;3;0;3;3;2;4137762;8479,44;698;1372245098;7877;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница имени В.В. Вересаева Департамента здравоохранения города Москвы»;20920643,03
СРЕДЫ ДЛЯ ЗАМОРОЗКИ;01.02.10.25.05.04;;0;0;;301691,16;0;301691,16;16;0;16;13;9;4717930;99300;265;1077977111;1180;Государственное казенное учреждение города Москвы «Центр спортивных инновационных технологий и подготовки сборных команд» Департамента спорта города Москвы;1467956
СРЕДЫ ДЛЯ КРИОТОМИИ;01.02.10.25.05.05;;0;0;;797515,55;0;797515,55;17;0;17;13;10;4434022;332667;676;1885632153;7876;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница имени А.К. Ерамишанцева Департамента здравоохранения города Москвы»;144159153
ДЕРЖАТЕЛИ ПРЕДМЕТНЫХ СТЕКОЛ;01.02.10.25.06.01;;0;0;;7752,18;0;7752,18;1;0;1;1;1;4137762;7752,18;698;1372245098;7877;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница имени В.В. Вересаева Департамента здравоохранения города Москвы»;20920643,03
КРАСИТЕЛИ ДЛЯ РУТИННЫХ ОКРАСОК;01.02.10.25.06.02;;0;0;;10282353,07;57847,03;10224506,04;78;2;76;54;52;4107582;1197861;727;862430069,1;5525;Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская клиническая больница имени З.А. Башляевой Департамента здравоохранения города Москвы»;48280754,91
КРАСИТЕЛИ ДЛЯ СПЕЦИАЛЬНЫХ ОКРАСОК;01.02.10.25.06.03;;0;0;;14657738,19;19037,43;14638700,76;88;2;86;55;55;4434022;2256177;676;1885632153;7876;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница имени А.К. Ерамишанцева Департамента здравоохранения города Москвы»;68929140,4
НАБОРЫ ДЛЯ РУЧНОЙ ОКРАСКИ;01.02.10.25.06.04;;0;0;;262487,8;0;262487,8;6;0;6;4;3;4137762;57803,47;1004;3577513085;6788;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница № 15 имени О.М. Филатова Департамента здравоохранения города Москвы»;18081730,15
СРЕДЫ ДЛЯ ЗАКЛЮЧЕНИЯ;01.02.10.25.06.05;;0;0;;5035157,97;66510,64;4968647,33;29;2;27;20;21;4247746;2803232,4;1004;3577513085;6788;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница № 15 имени О.М. Филатова Департамента здравоохранения города Москвы»;18081730,15
СТЕКЛА ПОКРОВНЫЕ;01.02.10.25.07.01;;0;0;;12247956,2;0;12247956,2;38;0;38;31;27;4272113;2687782;1654;6940426183;5911;Государственное бюджетное учреждение здравоохранения города Москвы городская клиническая больница имени С.П.Боткина Департамента здравоохранения города Москвы;95462996,36
СТЕКЛА ПРЕДМЕТНЫЕ;01.02.10.25.07.02;;0;0;;40438378,06;985411;39452967,06;61;2;59;38;40;4551183;9226500;1013;4066774817;5617;Государственное бюджетное учреждение здравоохранения города Москвы «Московский клинический научно-практический центр имени А.С. Логинова Департамента здравоохранения города Москвы»;14623447,6
"РАСХОДНЫЕ МАТЕРИАЛЫ К АППАРАТАМ ДЛЯ АВТОМАТИЧЕСКОЙ ЗАЛИВКИ ""AUTOTEC™""";01.02.10.25.08.01;;0;0;;31152402,16;0;31152402,16;29;0;29;17;14;4811331;3592048,75;64;140433605,1;1615;Государственное бюджетное учреждение здравоохранения города Москвы «Бюро судебно-медицинской экспертизы Департамента здравоохранения города Москвы»;9046062,67
"РАСХОДНЫЕ МАТЕРИАЛЫ К АППАРАТАМ ДЛЯ ЗАКЛЮЧЕНИЯ СРЕЗОВ ПОД ПЛЕНКУ ""FILM™""";01.02.10.25.08.02;;0;0;;21045036,07;0;21045036,07;11;0;11;9;6;4542160;7324038;1675;9117027574;5112;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница №40 Департамента здравоохранения города Москвы»;244747728
"РАСХОДНЫЕ МАТЕРИАЛЫ К АППАРАТАМ ДЛЯ ИММУНОГИСТОХИМИЧЕСКОЙ ОКРАСКИ ""VENTANA BENCHMARK™""";01.02.10.25.08.03;;0;0;;313660327,1;1421978,94;312238348,1;88;3;85;16;29;4488276;22813100,16;1013;4066774817;5617;Государственное бюджетное учреждение здравоохранения города Москвы «Московский клинический научно-практический центр имени А.С. Логинова Департамента здравоохранения города Москвы»;1636704,23
"РАСХОДНЫЕ МАТЕРИАЛЫ К АППАРАТАМ ДЛЯ ОКРАСКИ ""PRISMA™""";01.02.10.25.08.04;;0;0;;2290159,46;0;2290159,46;4;0;4;4;4;4444137;1056100;1013;4066774817;5617;Государственное бюджетное учреждение здравоохранения города Москвы «Московский клинический научно-практический центр имени А.С. Логинова Департамента здравоохранения города Москвы»;146366327,4
"РАСХОДНЫЕ МАТЕРИАЛЫ К АППАРАТАМ ДЛЯ ПРОВОДКИ СЕРИИ ""XPRESS™ (X120, X50)""";01.02.10.25.08.05;;0;0;;6586728,42;0;6586728,42;14;0;14;8;8;4784556;1344750,26;531;885978725,8;1261;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница № 31 Департамента здравоохранения города Москвы»;244747728
"РАСХОДНЫЕ МАТЕРИАЛЫ К АППАРАТАМ ДЛЯ ПРОВОДКИ СЕРИИ ""VIP™ (VIP6, VIPJR)""";01.02.10.25.08.06;;0;0;;530045,06;0;530045,06;3;0;3;3;3;4391684;464000;676;1885632153;7876;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница имени А.К. Ерамишанцева Департамента здравоохранения города Москвы»;144159153
"РАСХОДНЫЕ МАТЕРИАЛЫ К ПРИНТЕРАМ ДЛЯ КАССЕТ ""THERMO PRINTMATE""";01.02.10.25.08.07;;0;0;;2378339,4;0;2378339,4;5;0;5;5;5;4542455;1463960;676;1885632153;7876;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница имени А.К. Ерамишанцева Департамента здравоохранения города Москвы»;18081730,15
"РАСХОДНЫЕ МАТЕРИАЛЫ К ПРИНТЕРАМ ДЛЯ СТЕКОЛ И КАССЕТ ""AUTOWRITE™""";01.02.10.25.08.08;;0;0;;9331393,59;10740;9320653,59;10;1;9;9;6;4641962;6948893,76;1675;9117027574;5112;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница №40 Департамента здравоохранения города Москвы»;244747728
"РАСХОДНЫЕ МАТЕРИАЛЫ К КРИОСТАТАМ ""CRYO3™""";01.02.10.25.08.10;;0;0;;84000;0;84000;1;0;1;1;1;4265818;84000;698;1372245098;7877;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница имени В.В. Вересаева Департамента здравоохранения города Москвы»;100387147,4
"РАСХОДНЫЕ МАТЕРИАЛЫ И ПРИНАДЛЕЖНОСТИ ДЛЯ ОБОРУДОВАНИЯ ""THERMO SCIENTIFIC""";01.02.10.25.08.11;;0;0;;365083,94;0;365083,94;3;0;3;3;2;4484101;265510;1654;6940426183;5911;Государственное бюджетное учреждение здравоохранения города Москвы городская клиническая больница имени С.П.Боткина Департамента здравоохранения города Москвы;146366327,4
"РАСХОДНЫЕ МАТЕРИАЛЫ И ПРИНАДЛЕЖНОСТИ ДЛЯ ОБОРУДОВАНИЯ ""LEICA BIOSYSTEMS""";01.02.10.25.08.12;;0;0;;16643797,9;27681;16616116,9;29;1;28;12;13;4767682;2805655,64;1675;9117027574;5112;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница №40 Департамента здравоохранения города Москвы»;23403806,37
"РАСХОДНЫЕ МАТЕРИАЛЫ И РЕАГЕНТЫ К ОБОРУДОВАНИЮ ПРОИЗВОДСТВА ""ДАКО ДЕНМАРК А/С"" (""AGILENT TECHNOLOGY COMPANY"") ДЛЯ ПАТОЛОГОАНАТОМИЧЕСКИХ ОТДЕЛЕНИЙ";01.02.10.25.08.14;;0;0;;34375332,83;0;34375332,83;15;0;15;6;9;4576343;9805645,44;1675;9117027574;5112;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница №40 Департамента здравоохранения города Москвы»;1693600
РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ ИММУНОГИСТОХИМИИ ДЛЯ РУЧНОГО ИЛИ АВТОМАТИЧЕСКОГО ИСПОЛЬЗОВАНИЯ;01.02.10.25.09;;0;0;;15592695,63;229426,21;15363269,42;29;3;26;9;12;4223865;5920446,7;1013;4066774817;5617;Государственное бюджетное учреждение здравоохранения города Москвы «Московский клинический научно-практический центр имени А.С. Логинова Департамента здравоохранения города Москвы»;135583122,5
МЕШКИ ПАТОЛОГОАНАТОМИЧЕСКИЕ;01.02.10.25.10;;0;0;;10173956,63;6775875;3398081,63;9;1;8;9;8;4934554;6775875;597;9118902439;5602014;Государственное бюджетное учреждение города Москвы «Ритуал»;52997254,32
"РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ ""VENTANA BENCHMARK""";01.02.10.25.11;;0;0;;3835882,82;177730,26;3658152,56;21;1;20;8;9;4264069;694998,12;1654;6940426183;5911;Государственное бюджетное учреждение здравоохранения города Москвы городская клиническая больница имени С.П.Боткина Департамента здравоохранения города Москвы;95462996,36
ИНСТРУМЕНТЫ ДЛЯ ИЗВЛЕЧЕНИЯ ТРОМБОВ;01.02.10.26.01;;0;0;;9025706,29;0;9025706,29;7;0;7;3;6;4310772;3085500;776;1847475157;2302;Государственное бюджетное учреждение здравоохранения города Москвы городская клиническая больница № 1 им. Н.И.Пирогова Департамента здравоохранения города Москвы;79626488,35
ИНСТРУМЕНТЫ ДЛЯ РЕВАСКУЛЯРИЗАЦИИ И ТРОМБОЭКСТРАКЦИИ СОСУДОВ ГОЛОВНОГО МОЗГА НА ОСНОВЕ САМОРАСКРЫВАЮЩЕГОСЯ СТЕНТА;01.02.10.26.02;;0;0;;39841928,77;0;39841928,77;21;0;21;12;16;4180698;9480165,75;1654;6940426183;5911;Государственное бюджетное учреждение здравоохранения города Москвы городская клиническая больница имени С.П.Боткина Департамента здравоохранения города Москвы;138816243,3
КАТЕТЕРЫ ПРОВОДНИКОВЫЕ ДЛЯ ПРОВЕДЕНИЯ НЕЙРОИНТЕРВЕНЦИЙ;01.02.10.26.03;;0;0;;18251635,45;0;18251635,45;42;0;42;12;21;4966324;3538448;1654;6940426183;5911;Государственное бюджетное учреждение здравоохранения города Москвы городская клиническая больница имени С.П.Боткина Департамента здравоохранения города Москвы;138816243,3
МИКРОПРОВОДНИКИ ДЛЯ ПЕРИФЕРИЧЕСКИХ, ВИСЦЕРАЛЬНЫХ СОСУДОВ И СОСУДОВ ГОЛОВНОГО МОЗГА;01.02.10.26.04;;0;0;;12518672,21;0;12518672,21;28;0;28;11;15;4180698;2084929;1654;6940426183;5911;Государственное бюджетное учреждение здравоохранения города Москвы городская клиническая больница имени С.П.Боткина Департамента здравоохранения города Москвы;138816243,3
МИКРОКАТЕТЕРЫ ДЛЯ ЭМБОЛИЗАЦИИ ЦЕРЕБРАЛЬНЫХ АНЕВРИЗМ ДЛЯ ДОСТАВКИ СПИРАЛЕЙ;01.02.10.26.05;;0;0;;14854117,5;0;14854117,5;33;0;33;16;21;4180698;2556266,4;1654;6940426183;5911;Государственное бюджетное учреждение здравоохранения города Москвы городская клиническая больница имени С.П.Боткина Департамента здравоохранения города Москвы;138816243,3
МИКРОКАТЕТЕРЫ ПРОВОДНИКОВЫЕ, ПОДДЕРЖИВАЮЩИЕ, ИНТРАКРАНИАЛЬНЫЕ ДЛЯ ВВЕДЕНИЯ ИНСТРУМЕНТОВ В СОСУДЫ ГОЛОВНОГО МОЗГА;01.02.10.26.06;;0;0;;10643896,88;0;10643896,88;21;0;21;11;14;5000189;3633855,4;1654;6940426183;5911;Государственное бюджетное учреждение здравоохранения города Москвы городская клиническая больница имени С.П.Боткина Департамента здравоохранения города Москвы;138816243,3
НАБОРЫ ДЛЯ ТРОМБОАСПИРАЦИИ ПРИ ИШЕМИЧЕСКОМ ИНСУЛЬТЕ;01.02.10.26.07;;0;0;;147283384,8;22000;147261384,8;61;1;60;22;36;4794191;42902000;518;1329979900;5882;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница имени И.В. Давыдовского Департамента здравоохранения города Москвы»;53950829,09
НАБОРЫ ДЛЯ ТРОМБОЭКСТРАКЦИИ ПРИ ИШЕМИЧЕСКОМ ИНСУЛЬТЕ;01.02.10.26.08;;0;0;;13445832,59;217438,99;13228393,6;19;1;18;11;18;4524843;2049929,6;613;1753313875;2831;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница имени М.П. Кончаловского Департамента здравоохранения города Москвы»;8848086,97
СПИРАЛИ ДЛЯ ЭМБОЛИЗАЦИИ;01.02.10.26.09;;0;0;;40076942,68;0;40076942,68;29;0;29;15;17;4310669;6690017,6;776;1847475157;2302;Государственное бюджетное учреждение здравоохранения города Москвы городская клиническая больница № 1 им. Н.И.Пирогова Департамента здравоохранения города Москвы;80683144,89
СТЕНТЫ ВНУТРИСОСУДИСТЫЕ ДЛЯ РЕНТГЕН-ЭНДОВАСКУЛЯРНОЙ НЕЙРОХИРУРГИИ;01.02.10.26.10;;0;0;;11042677,19;0;11042677,19;10;0;10;7;8;4959866;4439656,9;1353;4516811843;3322;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница имени С.С. Юдина Департамента здравоохранения города Москвы»;52420126,99
СТЕНТЫ ИНТРАКРАНИАЛЬНЫЕ;01.02.10.26.11;;0;0;;11237435,59;0;11237435,59;7;0;7;6;7;4310656;4129650,21;687;1483863400;5881;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница имени В.М. Буянова Департамента здравоохранения города Москвы»;16980460,86
СИСТЕМЫ ДЛЯ ЭЛЕКТРОЛИТИЧЕСКОГО ОТДЕЛЕНИЯ;01.02.10.26.12;;0;0;;110943;0;110943;3;0;3;3;3;4702171;46733,34;687;1483863400;5881;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница имени В.М. Буянова Департамента здравоохранения города Москвы»;16980460,86
УСТРОЙСТВА ДЛЯ ЭМБОЛИЗАЦИИ ЦЕРЕБРАЛЬНЫХ АНЕВРИЗМ;01.02.10.26.13;;0;0;;30728513,6;0;30728513,6;13;0;13;5;8;4047474;7511130;747;2961793682;6014;Государственное бюджетное учреждение здравоохранения города Москвы «Научно-Исследовательский институт скорой помощи им. Н.В. Склифосовского Департамента здравоохранения города Москвы»;137434665,1
КАТЕТЕР БАЛЛОННЫЙ ПОСТДИЛАТАЦИОННЫЙ ДЛЯ ВНУТРИЧЕРЕПНОГО СОСУДИСТОГО ИМПЛАНТАТА;01.02.10.26.14;;0;0;;9191831,38;0;9191831,38;17;0;17;7;10;4959866;1794366,6;743;2333848064;5110;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница имени Ф.И. Иноземцева Департамента здравоохранения города Москвы»;31794381,34
СТЕНТ ДЛЯ СОННОЙ АРТЕРИИ НЕПОКРЫТЫЙ МЕТАЛЛИЧЕСКИЙ;01.02.10.26.15;;0;0;;23736709,53;0;23736709,53;25;0;25;14;18;4597704;3734700,24;520;1148911444;5912;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница имени В.В. Виноградова Департамента здравоохранения города Москвы»;131515806,7
МИКРОКАТЕТЕРЫ ДЛЯ ДОСТАВКИ ИМПЛАНТОВ И ЛЕКАРСТВЕННЫХ СРЕДСТВ;01.02.10.26.16;;0;0;;6593329,04;0;6593329,04;8;0;8;5;8;4426390;3487565,44;776;1847475157;2302;Государственное бюджетное учреждение здравоохранения города Москвы городская клиническая больница № 1 им. Н.И.Пирогова Департамента здравоохранения города Москвы;179148838,9
СИСТЕМЫ ЭМБОЛИЗИРУЮЩИЕ ДЛЯ РЕНТГЕН-ЭНДОВАСКУЛЯРНОЙ НЕЙРОХИРУРГИИ;01.02.10.26.18;;0;0;;6886387,62;0;6886387,62;8;0;8;5;5;4523871;2092603;747;2961793682;6014;Государственное бюджетное учреждение здравоохранения города Москвы «Научно-Исследовательский институт скорой помощи им. Н.В. Склифосовского Департамента здравоохранения города Москвы»;137434665,1
СПИРАЛЬ ДЛЯ ЭМБОЛИЗАЦИИ СОСУДОВ ВНЕ ГОЛОВНОГО МОЗГА;01.02.10.26.19;;0;0;;31025807,17;0;31025807,17;26;0;26;13;22;4989733;7818710;1489;5923446448;7708;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница № 67 имени Л. А. Ворохобова Департамента здравоохранения города Москвы»;126025803,4
БУРЫ ВНУТРИСОСУДИСТЫЕ;01.02.10.27.01.01;;0;0;;1366148,64;0;1366148,64;2;0;2;2;2;4841858;1248468;518;1329979900;5882;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница имени И.В. Давыдовского Департамента здравоохранения города Москвы»;7573984
КАТЕТЕРЫ ДЛЯ АТЕРЭКТОМИИ;01.02.10.27.01.02.01;;0;0;;2017228,81;0;2017228,81;3;0;3;3;3;4645493;1253790,32;747;2961793682;6014;Государственное бюджетное учреждение здравоохранения города Москвы «Научно-Исследовательский институт скорой помощи им. Н.В. Склифосовского Департамента здравоохранения города Москвы»;45648621,18
ПРИВОДЫ РЕЖУЩЕЙ ЧАСТИ ДЛЯ АТЕРЭКТОМИИ;01.02.10.27.01.02.02;;0;0;;83750,88;0;83750,88;1;0;1;1;1;4645493;83750,88;747;2961793682;6014;Государственное бюджетное учреждение здравоохранения города Москвы «Научно-Исследовательский институт скорой помощи им. Н.В. Склифосовского Департамента здравоохранения города Москвы»;45648621,18
ДАТЧИКИ ВНУТРИСОСУДИСТЫЕ УЛЬТРАЗВУКОВЫЕ;01.02.10.27.02;;0;0;;96060;96060;0;2;2;0;1;1;4153466;72420;708;1778165429;4687503;Государственное автономное учреждение города Москвы « гормедтехника Департамента здравоохранения города Москвы»;103940
ИГЛА ДЛЯ АНГИОГРАФИИ, ОДНОРАЗОВОГО ИСПОЛЬЗОВАНИЯ;01.02.10.27.03;;0;0;31.03.2020;976003,92;360;975643,92;30;1;29;17;23;4309100;115579,3;676;1885632153;7876;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница имени А.К. Ерамишанцева Департамента здравоохранения города Москвы»;20965633,49
ИНДЕФЛЯТОРЫ ДЛЯ НАПОЛНЕНИЯ БАЛЛОННОГО КАТЕТЕРА;01.02.10.27.04;;0;0;;12572496,2;15080;12557416,2;18;2;16;11;14;4316684;2199571,27;518;1329979900;5882;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница имени И.В. Давыдовского Департамента здравоохранения города Москвы»;3747914,07
ИНТРОДЬЮСЕРЫ ДЛЯ ЛЕЧЕНИЙ ЗАБОЛЕВАНИЙ СЕРДЦА;01.02.10.27.05;;0;0;;132189383,8;898431,2;131290952,6;249;8;241;32;113;4896299;7088150;687;1483863400;5881;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница имени В.М. Буянова Департамента здравоохранения города Москвы»;8950132,11
КАВА-ФИЛЬТР;01.02.10.27.06.01;;0;0;24.05.2021;38844089,49;0;38844089,49;29;0;29;17;22;4463475;6840000;776;1847475157;2302;Государственное бюджетное учреждение здравоохранения города Москвы городская клиническая больница № 1 им. Н.И.Пирогова Департамента здравоохранения города Москвы;1302549,9
КАТЕТЕРЫ АНГИОГРАФИЧЕСКИЕ;01.02.10.27.07.01;;0;0;;58130965,09;10700;58120265,09;77;2;75;23;44;4920890;9890000;1353;4516811843;3322;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница имени С.С. Юдина Департамента здравоохранения города Москвы»;22931898,17
КАТЕТЕРЫ АСПИРАЦИОННЫЕ ДЛЯ РЕНТГЕН-ЭНДОВАСКУЛЯРНЫХ МЕТОДОВ ДИАГНОСТИКИ И ЛЕЧЕНИЯ;01.02.10.27.07.02;;0;0;;7697224,2;0;7697224,2;8;0;8;7;7;4983956;3279667,2;412;1222703666;5885;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница № 24 Департамента здравоохранения города Москвы»;60029161,62
КАТЕТЕР БАЛЛОННЫЙ ДЛЯ КОРОНАРНОЙ АНГИОПЛАСТИКИ, СТАНДАРТНЫЙ;01.02.10.27.07.03;;0;0;;171884689,1;10000;171874689,1;73;1;72;22;36;4832810;8846550,02;520;1148911444;5912;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница имени В.В. Виноградова Департамента здравоохранения города Москвы»;71397946,59
КАТЕТЕРЫ БАЛЛОННЫЕ КОРОНАРНЫЕ ДЛЯ ПРОХОЖДЕНИЯ СЛОЖНЫХ ПОРАЖЕНИЙ ИЛИ ХРОНИЧЕСКИХ ОККЛЮЗИЙ;01.02.10.27.07.04;;0;0;;1881638,24;711599,76;1170038,48;3;1;2;1;2;4431222;711599,76;1004;3577513085;6788;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница № 15 имени О.М. Филатова Департамента здравоохранения города Москвы»;80683144,89
КАТЕТЕР БАЛЛОННЫЙ ДЛЯ КОРОНАРНОЙ АНГИОПЛАСТИКИ, РЕЖУЩИЙ;01.02.10.27.07.05;;0;0;31.05.2021;4684650,45;0;4684650,45;14;0;14;8;9;4546389;1440000,45;415;786440478,9;4629;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница имени Е.О. Мухина Департамента здравоохранения города Москвы»;294711789,2
КАТЕТЕР БАЛЛОННЫЙ ДЛЯ КОРОНАРНОЙ АНГИОПЛАСТИКИ С ИСПОЛЬЗОВАНИЕМ ТЕПЛОВОЙ ЭНЕРГИИ;01.02.10.27.07.06;;0;0;31.05.2021;428866,55;13200;415666,55;3;1;2;3;3;4594721;338499,9;415;786440478,9;4629;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница имени Е.О. Мухина Департамента здравоохранения города Москвы»;322641021
КАТЕТЕРЫ БАЛЛОННЫЕ ПЕРИФЕРИЧЕСКИЕ;01.02.10.27.07.08;;0;0;;35257623,98;2469054;32788569,98;53;21;32;18;28;4028295;6794385,9;520;1148911444;5912;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница имени В.В. Виноградова Департамента здравоохранения города Москвы»;71397946,59
КАТЕТЕР БАЛЛОННЫЙ ДЛЯ АНГИОПЛАСТИКИ ПЕРИФЕРИЧЕСКИХ АРТЕРИЙ;01.02.10.27.07.09;;0;0;;116024921,1;13090;116011831,1;99;1;98;26;47;4920890;12317502,85;1314;3486894770;5903;Государственное бюджетное учреждение здравоохранения города Москвы «Морозовская детская городская клиническая больница Департамента здравоохранения города Москвы»;
КАТЕТЕРЫ БАЛЛОННЫЕ ДЛЯ ДЕНЕРВАЦИИ;01.02.10.27.07.10;;0;0;;273918;23778;250140;6;1;5;3;4;4525059;141600;308;686289431,1;3321;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница имени М.Е. Жадкевича Департамента здравоохранения города Москвы»;206550235,4
КАТЕТЕРЫ ВИСЦЕРАЛЬНЫЕ ДИАГНОСТИЧЕСКИЕ;01.02.10.27.07.11;;0;0;;4717338,35;2175;4715163,35;17;1;16;10;13;4540118;2910000;747;2961793682;6014;Государственное бюджетное учреждение здравоохранения города Москвы «Научно-Исследовательский институт скорой помощи им. Н.В. Склифосовского Департамента здравоохранения города Москвы»;111697833,9
КАТЕТЕРЫ ЦЕРЕБРАЛЬНЫЕ ДИАГНОСТИЧЕСКИЕ;01.02.10.27.07.12;;0;0;;1713409;0;1713409;6;0;6;4;5;4527930;715868;772;1807205493;5884;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница имени В.П. Демихова Департамента здравоохранения города Москвы»;212123197,4
КАТЕТЕРЫ СПЕЦИАЛЬНЫЕ ДИАГНОСТИЧЕСКИЕ;01.02.10.27.07.13;;0;0;;4113560,57;0;4113560,57;16;0;16;9;12;4267389;1424000;193;207383618,9;5133;Государственное бюджетное учреждение здравоохранения города Москвы «Госпиталь для ветеранов войн №3 Департамента здравоохранения города Москвы»;23328569,01
КАТЕТЕРЫ ДЛЯ ТРАНСРАДИАЛЬНОГО ДОСТУПА ДИАГНОСТИЧЕСКИЕ;01.02.10.27.07.14;;0;0;;7107767,4;2176;7105591,4;11;1;10;6;10;4280700;2858112,7;1314;3486894770;5903;Государственное бюджетное учреждение здравоохранения города Москвы «Морозовская детская городская клиническая больница Департамента здравоохранения города Москвы»;50021202,95
КАТЕТЕРЫ ДЛЯ ОБЕСПЕЧЕНИЯ УЛУЧШЕННОЙ ПОДДЕРЖКИ ПРОВОДНИКОВОМУ КАТЕТЕРУ;01.02.10.27.07.15;;0;0;;5149755,93;0;5149755,93;9;0;9;7;7;4499882;2233000;776;1847475157;2302;Государственное бюджетное учреждение здравоохранения города Москвы городская клиническая больница № 1 им. Н.И.Пирогова Департамента здравоохранения города Москвы;171183042
